,player_name,0304_salary_adjusted,0405_salary_adjusted,0506_salary_adjusted,0607_salary_adjusted,0708_salary_adjusted,0809_salary_adjusted,0910_salary_adjusted,1011_salary_adjusted,1112_salary_adjusted,1213_salary_adjusted,1314_salary_adjusted,1415_salary_adjusted,1516_salary_adjusted,1617_salary_adjusted,1718_salary_adjusted,1819_salary_adjusted,1920_salary_adjusted,2021_salary_adjusted,2122_salary_adjusted,2223_salary_adjusted,2324_salary,2425_salary_predicted,2526_salary_predicted,2627_salary_predicted,CONTRACT_START,CONTRACT_END,AVG_SALARY,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
185,Montrezl Harrell,0,0,0,0,0,0,0,0,0,0,0,0,1241675,1284738,1779864,7055331,6940911,10641113,10601590,2463490,2891467,0,0,0,2018,2019,6000000,24,76,39,37,1293,836,348,548,63,1,7,14,139,222,62,103,203,306,74,68,36,52,143,53
186,Raul Neto,0,0,0,0,0,0,0,0,0,0,0,0,1043007,1079179,1779864,2469366,2009561,2164160,2278746,2463490,0,0,0,0,2018,2019,1918572,26,41,28,13,498,183,69,151,45,19,47,40,26,35,74,7,42,49,75,36,13,4,38,119
187,Pat Connaughton,0,0,0,0,0,0,0,0,0,0,0,0,776162,1075290,1779864,1929633,1993256,5676034,5816521,5728393,9423869,9423869,9423869,0,2018,2019,1682025,25,82,49,33,1488,441,165,390,42,74,210,35,37,44,84,36,125,161,91,43,23,22,120,141
188,Christian Wood,0,0,0,0,0,0,0,0,0,0,0,0,421874,1075290,0,1778650,1903379,14960401,14904833,14317459,0,0,0,0,2016,2017,874636,20,17,0,17,145,61,22,53,41,4,11,36,13,21,61,13,25,38,3,2,5,7,11,-49
189,Fred VanVleet,0,0,0,0,0,0,0,0,0,0,0,0,0,668151,1587806,10175960,10811804,24424678,21458517,21250000,40806300,42846615,44886930,0,2018,2019,9000000,24,76,55,21,1520,656,232,545,42,108,261,41,84,101,83,25,159,184,243,74,68,19,130,352
190,Bryn Forbes,0,0,0,0,0,0,0,0,0,0,0,0,0,668151,1587806,3674651,3325853,2686306,4907689,2298385,0,0,0,0,2018,2019,3000000,24,80,46,34,1517,555,209,497,42,89,228,39,48,72,66,12,98,110,80,37,28,2,108,122
191,Davis Bertans,0,0,0,0,0,0,0,0,0,0,0,0,0,668151,1587806,8231220,8097730,17240949,17449561,16000000,17000000,16000000,0,0,2018,2019,7000000,25,77,43,34,1086,456,161,366,44,94,252,37,40,49,81,18,135,153,74,36,26,28,93,89
192,Patrick McCaw,0,0,0,0,0,0,0,0,0,0,0,0,0,668151,1587806,1133678,4627274,4597586,0,0,0,0,0,0,2018,2019,2482052,22,57,41,16,961,229,92,225,40,19,80,23,26,34,76,16,66,82,81,41,43,10,67,-85
193,Quinn Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,117904,229630,1816690,3470455,2277700,0,0,0,0,0,0,2017,2018,867391,24,14,9,5,187,79,33,66,50,11,26,42,2,5,40,1,6,7,26,13,4,0,13,-41
194,Quinn Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,117904,229630,1816690,3470455,2277700,0,0,0,0,0,0,2019,2020,3000000,26,74,49,25,1059,509,204,439,46,81,200,40,20,26,76,22,135,157,116,50,20,3,92,-133
195,Quinn Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,117904,229630,1816690,3470455,2277700,0,0,0,0,0,0,2017,2018,867391,24,14,9,5,187,79,33,66,50,11,26,42,2,5,40,1,6,7,26,13,4,0,13,-41
196,Shaquille Harrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278703,1558676,1874698,1051752,336441,134862,0,0,0,0,2018,2019,1473047,24,23,3,20,384,152,59,124,47,6,26,23,28,38,73,9,52,61,55,22,26,7,42,47
197,Edmond Sumner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93445,528907,2313637,2482696,2530186,1968175,0,0,0,0,2018,2019,1224897,22,1,0,1,2,2,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-6
198,Torrey Craig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93445,2351777,2313637,1929669,5319988,5121951,2528233,2845342,0,0,2018,2019,2000000,27,39,22,17,629,163,62,137,45,17,58,29,22,35,62,40,87,127,25,20,12,15,63,-61
