,player_name,0304_salary_adjusted,0405_salary_adjusted,0506_salary_adjusted,0607_salary_adjusted,0708_salary_adjusted,0809_salary_adjusted,0910_salary_adjusted,1011_salary_adjusted,1112_salary_adjusted,1213_salary_adjusted,1314_salary_adjusted,1415_salary_adjusted,1516_salary_adjusted,1617_salary_adjusted,1718_salary_adjusted,1819_salary_adjusted,1920_salary_adjusted,2021_salary_adjusted,2122_salary_adjusted,2223_salary_adjusted,2324_salary,2425_salary_predicted,2526_salary_predicted,2627_salary_predicted
991,Nikola Vucevic,,,,,,,,,"$2,159,958 ","$2,283,943 ","$2,401,258","$3,608,743","$13,968,851","$14,445,619","$14,818,271","$14,992,580","$32,390,922","$29,884,312","$26,174,341","$22,000,000","$18,518,519","$20,000,000","$21,481,481",$0
992,Gustavo Ayon,,,,,,,,,"$2,057,697 ","$1,936,858 ","$1,903,464",,,,,,,,,,,,,
993,Iman Shumpert,,,,,,,,,"$2,051,947 ","$2,169,746 ","$2,281,111","$3,432,650","$11,161,130","$11,879,735","$12,504,297","$12,947,984",,"$923,016",,,,,,
994,Chris Singleton,,,,,,,,,"$1,949,397 ","$2,061,282 ","$2,167,055",,,,,,,,,,,,,
995,Tobias Harris,,,,,,,,,"$1,861,654 ","$1,968,468 ","$2,069,446","$3,122,243","$19,866,810","$21,145,927","$19,354,477","$17,403,151","$37,876,556","$39,491,945","$39,257,095","$37,633,050","$39,270,150",$0,$0,$0
996,Nolan Smith,,,,,,,,,"$1,715,627 ","$1,814,139 ",,,,,,,,,,,,,,
997,Kenneth Faried,,,,,,,,,"$1,647,102 ","$1,741,623 ","$1,830,980","$2,950,810","$13,951,412","$14,849,668","$15,630,371","$16,747,925",,,,,,,,
998,Reggie Jackson,,,,,,,,,"$1,517,930 ","$1,605,113 ","$1,687,382","$2,891,314","$17,275,488","$18,387,763","$19,354,477","$20,041,231","$593,125","$2,679,925","$11,325,310","$11,457,217","$5,000,000","$5,250,000",$0,$0
999,MarShon Brooks,,,,,,,,,"$1,457,282 ","$1,540,809 ","$1,619,924",,,,"$104,173","$1,947,379",,,,,,,,
1000,Jordan Hamilton,,,,,,,,,"$1,408,929 ","$1,489,831 ","$1,566,322","$1,532,396","$148,331",,,,,,,,,,,
1001,JaJuan Johnson,,,,,,,,,"$1,368,279 ","$1,446,756 ",,,,,,,,,,,,,,
1002,Norris Cole,,,,,,,,,"$1,359,930 ","$1,437,924 ","$1,511,655","$2,673,140","$3,978,055","$354,232",,,,,,,,,,
1003,Cory Joseph,,,,,,,,,"$1,350,006 ","$1,427,542 ","$1,500,691","$2,653,752","$8,691,729","$8,993,166","$9,229,666","$9,342,435","$13,881,823","$14,482,397","$7,972,268","$5,155,500","$3,196,448",$0,$0,$0
1004,Jimmy Butler,,,,,,,,,"$1,340,240 ","$1,417,160 ","$1,489,879","$2,634,633","$20,372,793","$21,578,938","$22,616,817","$23,331,543","$37,876,556","$39,515,221","$39,279,180","$37,653,300","$45,183,960","$48,798,677","$52,413,394",$0
1005,Jeremy Pargo,,,,,,,,,"$1,312,725 ","$1,696,487 ",,,,,,,,,,,,,,
1006,Chandler Parsons,,,,,,,,,"$1,115,816 ","$1,146,943 ","$1,175,706","$18,275,223","$19,074,000","$27,190,650","$27,957,547","$28,347,450","$29,039,054",,,,,,,
1007,Tyler Honeycutt,,,,,,,,,"$1,017,362 ","$1,097,553 ",,,,,,,,,,,,,,
1008,Greg Stiemsma,,,,,,,,,"$1,000,552 ","$3,324,941 ","$3,395,780","$1,219,695",,,,,,,,,,,,
1009,Jeremy Tyler,,,,,,,,,"$853,271 ","$984,176 ","$706,291",,,,,,,,,,,,,
1010,Josh Selby,,,,,,,,,"$721,998 ","$984,176 ",,,,,,,,,,,,,,
1011,Malcolm Lee,,,,,,,,,"$656,362 ","$984,176 ",,"$46,851",,,,,,,,,,,,
1012,Ryan Reid,,,,,,,,,"$623,544 ",,,,,,,,,,,,,,,
1013,Shelvin Mack,,,,,,,,,"$621,711 ","$983,665 ","$1,122,146","$3,025,150","$3,021,410","$2,991,575","$7,257,929","$2,954,538",,,,,,,,
1014,Isaiah Thomas,,,,,,,,,"$621,711 ","$984,176 ","$1,122,146","$8,999,125","$8,583,541","$8,098,313","$7,574,125","$2,386,422",,"$183,556","$993,452",,,,,
1015,Lavoy Allen,,,,,,,,,"$621,711 ","$3,873,717 ","$3,959,205","$1,178,768","$4,407,948","$4,302,950","$4,233,791",,,,,,,,,
1016,DeAndre Liggins,,,,,,,,,"$621,711 ","$984,176 ","$112,214",,,"$1,248,709","$1,821,669",,,,,,,,,
1017,Justin Harper,,,,,,,,,"$621,711 ","$984,176 ",,,"$123,444",,,,,,,,,,,
1018,Jerome Jordan,,,,,,,,,"$621,711 ",,,"$1,015,060",,,,,,,,,,,,
1019,Josh Harrellson,,,,,,,,,"$621,711 ","$463,141 ","$1,122,146",,,,,,,,,,,,,
1020,Jon Leuer,,,,,,,,,"$621,711 ","$984,176 ","$1,142,078","$1,202,808","$1,285,134","$13,513,670","$12,698,132","$11,762,038",,"$3,642,837","$3,456,483",,,,,
1021,Terrel Harris,,,,,,,,,"$621,711 ","$393,670 ",,,,,,,,,,,,,,
1022,Andrew Goudelock,,,,,,,,,"$621,711 ","$57,892 ",,,"$249,080",,,,,,,,,,,
1023,Darius Morris,,,,,,,,,"$621,711 ","$1,210,142 ","$1,199,083","$998,484",,,,,,,,,,,,
1024,Trey Thompkins,,,,,,,,,"$621,711 ","$984,176 ",,,,,,,,,,,,,,
1025,Travis Leslie,,,,,,,,,"$621,711 ","$380,701 ",,,,,,,,,,,,,,
1026,Chris Wright,,,,,,,,,"$621,711 ","$35,972 ","$176,656",,,,,,,,,,,,,
1027,Charles Jenkins,,,,,,,,,"$621,711 ","$984,176 ",,,,,,,,,,,,,,
1028,Vernon Macklin,,,,,,,,,"$621,711 ",,,,,,,,,,,,,,,
1029,Julyan Stone,,,,,,,,,"$621,711 ","$984,176 ","$1,122,146",,,"$61,470","$1,843,882",,,,,,,,,
1030,Cory Higgins,,,,,,,,,"$621,711 ","$984,176 ",,,,,,,,,,,,,,
1031,Jordan Williams,,,,,,,,,"$621,711 ","$542,320 ",,,,,,,,,,,,,,
1032,E'Twaun Moore,,,,,,,,,"$621,711 ","$984,176 ","$1,122,146","$1,178,768","$1,260,823","$10,820,522","$10,215,564","$10,358,032","$10,023,750","$2,679,925","$2,881,021",,,,,
1033,Ivan Johnson,,,,,,,,,"$621,711 ","$1,242,423 ",,,,,,,,,,,,,,
1034,Walker Russell,,,,,,,,,"$491,338 ",,,,,,,,,,,,,,,
1035,Lance Thomas,,,,,,,,,"$431,156 ","$984,176 ","$1,122,146","$1,164,895","$2,032,426","$7,611,304","$8,050,646","$8,371,915",,,,,,,,
1036,Greg Smith,,,,,,,,,"$396,092 ","$984,176 ","$1,122,146","$1,178,768","$244,747",,,,,,,,,,,
1037,Mickell Gladness,,,,,,,,,"$325,901 ",,,,,,,,,,,,,,,
1038,Jeff Foote,,,,,,,,,"$295,810 ",,,,,,,,,,,,,,,
1039,Donald Sloan,,,,,,,,,"$260,744 ","$387,881 ","$1,122,146","$1,178,768","$1,260,823",,,,,,,,,,,
1040,Carldell Johnson,,,,,,,,,"$220,583 ",,,,,,,,,,,,,,,
1041,Mychel Thompson,,,,,,,,,"$220,583 ",,,,,,,,,,,,,,,
1042,Malcolm Thomas,,,,,,,,,"$135,347 ","$231,570 ","$891,116","$887,541",,,,,,,,,,,,
1043,Dennis Horner,,,,,,,,,"$120,300 ",,,,,,,,,,,,,,,
1044,Courtney Fortson,,,,,,,,,"$55,146 ",,,,,,,,,,,,,,,
1045,Anthony Davis,,,,,,,,,,"$6,642,496 ","$6,821,711","$6,970,990","$8,779,553","$27,190,650","$28,760,155","$29,907,860","$31,341,709","$37,633,544","$38,565,013","$37,980,720","$40,600,080","$43,219,440","$57,604,894","$62,213,285"
1046,Michael Kidd-Gilchrist,,,,,,,,,,"$5,943,212 ","$6,103,572","$6,237,147","$7,861,549","$15,982,387","$15,725,512","$15,286,552","$688,448",,,,,,,
1047,Bradley Beal,,,,,,,,,,"$5,337,053 ","$5,481,063","$5,601,020","$7,070,936","$27,190,650","$28,760,155","$29,907,859","$31,341,708","$33,047,191","$36,779,530","$43,279,250","$46,741,590","$50,203,930","$53,666,270","$57,128,610"
1048,Dion Waiters,,,,,,,,,,"$4,811,932 ","$4,941,697","$5,049,929","$6,380,263","$3,562,842","$14,636,823","$14,939,665","$434,252","$14,539,867",,,,,,
1049,Jonas Valanciunas,,,,,,,,,,"$4,357,467 ","$4,474,968","$4,572,983","$5,786,807","$17,681,466","$18,702,080","$19,448,405","$18,509,098","$17,240,949","$15,268,366","$14,700,000","$15,435,000",$0,$0,$0
1050,Thomas Robinson,,,,,,,,,,"$4,357,467 ","$4,474,968","$4,572,982","$1,218,515","$1,292,066",,,,,,,,,,
1051,Mirza Teletovic,,,,,,,,,,"$3,989,929 ","$4,097,587","$4,187,264","$6,829,216","$12,908,851","$12,701,375","$12,346,830",,,,,,,,
1052,Damian Lillard,,,,,,,,,,"$3,957,699 ","$4,064,428","$4,153,473","$5,260,093","$29,909,716","$31,636,171","$32,898,646","$34,475,880","$36,351,912","$42,909,452","$42,492,492","$45,640,084","$48,787,676","$58,545,211","$63,228,828"
1053,Alexey Shved,,,,,,,,,,"$3,896,886 ","$3,891,527","$3,976,692",,,,,,,,,,,,
1054,Joel Freeland,,,,,,,,,,"$3,744,593 ","$3,806,928","$3,853,958",,,,,,,,,,,,
1055,Harrison Barnes,,,,,,,,,,"$3,612,939 ","$3,710,384","$3,791,698","$4,809,504","$27,190,650","$27,957,547","$28,347,450","$27,934,540","$25,534,890","$22,121,780","$18,352,273","$17,000,000","$18,000,000","$19,000,000",$0
1056,Terrence Ross,,,,,,,,,,"$3,309,859 ","$3,399,130","$3,473,486","$4,412,812","$12,294,144","$12,701,375","$12,346,830","$14,460,233","$15,516,854","$13,632,469","$11,500,000",,,,
1057,Andre Drummond,,,,,,,,,,"$3,042,572 ","$3,124,726","$3,193,017","$4,062,874","$27,190,650","$28,760,155","$29,907,859","$31,341,708","$33,047,190","$2,619,110","$3,200,000","$3,360,000",$0,$0,$0
1058,Austin Rivers,,,,,,,,,,"$2,890,258 ","$2,968,185","$3,033,239","$3,862,599","$13,523,558","$14,304,168","$15,469,195","$2,515,282","$4,516,035","$2,619,110","$2,905,851",,,,
1059,Meyers Leonard,,,,,,,,,,"$2,745,846 ","$2,819,867","$2,881,667","$3,819,244","$11,327,189","$11,981,020","$12,459,135","$13,056,451","$10,804,328",,"$713,558",,,,
1060,Jeremy Lamb,,,,,,,,,,"$2,608,561 ","$2,679,011","$2,737,553","$3,767,686","$8,605,900","$8,467,583","$8,231,220","$12,146,595","$12,068,664","$11,451,274",,,,,
1061,Kendall Marshall,,,,,,,,,,"$2,478,094 ","$694,853","$1,137,841","$2,663,111",,,,,,,,,,,
1062,John Henson,,,,,,,,,,"$2,354,290 ","$2,417,856","$2,470,661","$3,654,524","$15,081,971","$13,817,325","$12,437,922","$11,258,617","$182,647",,,,,,
1063,Moe Harkless,,,,,,,,,,"$2,236,374 ","$2,296,643","$2,346,986","$3,593,481","$11,050,915","$12,898,455","$12,743,197","$12,738,000","$4,164,263","$4,741,482","$4,564,980",,,,
1064,Royce White,,,,,,,,,,"$2,124,656 ","$2,255,158",,,,,,,,,,,,,
1065,Tyler Zeller,,,,,,,,,,"$2,018,361 ","$2,072,796","$2,118,135","$3,249,434","$9,835,315","$2,067,950","$251,578","$284,214",,,,,,,
1066,Vyacheslav Kravtsov,,,,,,,,,,"$1,936,858 ","$1,903,464",,,,,,,,,,,,,
1067,Terrence Jones,,,,,,,,,,"$1,917,490 ","$1,969,247","$2,012,363","$3,091,187","$1,484,141",,"$233,506",,,,,,,,
1068,Andrew Nicholson,,,,,,,,,,"$1,831,183 ","$1,880,622","$1,921,807","$2,955,924","$7,485,895","$3,440,777","$3,344,731",,"$3,269,377","$3,102,127","$2,844,429","$2,844,429",$0,$0,$0
1069,Nando De Colo,,,,,,,,,,"$1,807,734 ","$1,856,512",,,,,,,,,,,,,
1070,Donatas Motiejunas,,,,,,,,,,"$1,757,893 ","$1,805,397","$1,844,827",,"$746,858",,"$116,752",,,,,,,,
1071,Evan Fournier,,,,,,,,,,"$1,757,893 ","$1,805,397","$1,844,827","$2,841,207","$20,900,044","$20,564,132","$19,990,106","$19,839,439","$19,712,152","$18,695,958","$18,000,000","$18,857,143","$19,000,000",$0,$0
1072,Jared Sullinger,,,,,,,,,,"$1,687,546 ","$1,733,066","$1,770,981","$2,817,684","$6,919,144",,,,,,,,,,
1073,Victor Claver,,,,,,,,,,"$1,620,143 ","$1,663,932","$1,703,201",,,,,,,,,,,,
1074,Fab Melo,,,,,,,,,,"$1,620,143 ","$1,663,932",,,,,,,,,,,,,
1075,John Jenkins,,,,,,,,,,"$1,555,375 ","$1,597,387","$1,632,238","$1,218,517","$1,292,066",,"$688,845",,,,,,,,
1076,Jared Cunningham,,,,,,,,,,"$1,493,085 ","$1,651,201",,"$1,290,191",,,,,,,,,,,
1077,Tony Wroten,,,,,,,,,,"$1,433,430 ","$1,472,063","$1,504,386","$2,913,913","$30,735",,,,,,,,,,
1078,Miles Plumlee,,,,,,,,,,"$1,385,861 ","$1,423,182","$1,454,409","$2,619,057","$15,244,738","$14,999,719","$14,581,019",,,,,,,,
1079,Arnett Moultrie,,,,,,,,,,"$1,345,884 ","$1,382,219","$1,412,488",,,,,,,,,,,,
1080,Perry Jones,,,,,,,,,,"$1,337,672 ","$1,373,692","$1,403,835","$2,530,790",,,,,,,,,,,
1081,Festus Ezeli,,,,,,,,,,"$1,318,303 ","$1,353,896","$1,383,546","$2,494,213","$9,097,666","$1,209,654",,,,,,,,,
1082,Kyle Singler,,,,,,,,,,"$1,291,239 ","$1,326,080","$1,355,101","$5,587,540","$5,947,292","$5,644,854","$1,958,246",,"$1,148,477","$1,089,725","$999,200",,,,
1083,Marquis Teague,,,,,,,,,,"$1,106,592 ","$1,363,794","$1,393,541",,,"$191,057",,,,,,,,,
1084,Draymond Green,,,,,,,,,,"$1,097,553 ","$1,110,988","$1,137,841","$17,707,375","$18,847,457","$19,838,339","$20,542,262","$21,446,411","$25,570,575","$26,203,473","$25,806,468","$22,321,429","$24,107,143","$25,892,857","$27,678,571"
1085,Kyle O'Quinn,,,,,,,,,,"$1,018,622 ","$1,001,059","$1,137,841","$4,656,283","$4,817,767","$4,944,464","$5,231,528","$2,515,291",,,,,,,
1086,Quincy Acy,,,,,,,,,,"$858,674 ","$1,001,059","$1,137,841","$1,218,515","$3,645,833","$2,067,950","$251,579",,,,,,,,
1087,Doron Lamb,,,,,,,,,,"$839,305 ","$1,001,059",,,,,,,,,,,,,
1088,Jae Crowder,,,,,,,,,,"$775,377 ","$1,001,059","$1,137,841","$8,438,573","$7,728,600","$8,220,955","$8,590,836","$9,041,154","$10,641,113","$10,601,590","$10,183,800","$3,196,448",$0,$0,$0
1089,Will Barton,,,,,,,,,,"$710,181 ","$1,001,059","$1,137,841","$4,387,253","$4,343,930","$4,274,113","$13,911,183","$14,780,424","$15,773,415","$17,040,587","$15,059,712",,,,
1090,Orlando Johnson,,,,,,,,,,"$710,181 ","$1,001,059",,"$138,376",,,,,,,,,,,
1091,Jeffery Taylor,,,,,,,,,,"$710,181 ","$1,001,059","$1,137,841",,,,,,,,,,,,
1092,Kevin Murphy,,,,,,,,,,"$611,536 ",,,,,,,,,,,,,,
1093,Luke Zeller,,,,,,,,,,"$611,536 ",,,,,,,,,,,,,,
1094,Diante Garrett,,,,,,,,,,"$611,536 ","$912,731",,,,,,,,,,,,,
1095,DeQuan Jones,,,,,,,,,,"$611,536 ",,,,,,,,,,,,,,
1096,Pablo Prigioni,,,,,,,,,,"$611,536 ","$2,019,385","$2,067,413","$1,764,852","$1,292,066",,,,,,,,,,
1097,Chris Copeland,,,,,,,,,,"$611,536 ","$3,806,928","$3,891,255","$1,427,927",,,,,,,,,,,
1098,Darius Miller,,,,,,,,,,"$611,536 ","$1,001,059","$1,137,841",,,"$2,540,275","$2,592,834","$8,386,935","$8,045,776",,,,,,
1099,Brian Roberts,,,,,,,,,,"$611,536 ","$1,001,059","$3,396,456","$3,544,909","$1,292,066",,,,,,,,,,
1100,Robert Sacre,,,,,,,,,,"$611,536 ","$1,001,060","$1,137,841","$1,218,528",,,,,,,,,,,
1101,Ben Hansbrough,,,,,,,,,,"$611,536 ",,,,,,,,,,,,,,
1102,Kent Bazemore,,,,,,,,,,"$611,536 ","$967,207","$2,486,425","$2,483,351","$19,339,102","$20,455,398","$21,271,693","$22,291,505","$2,666,650","$2,619,110",,,,,
1103,Khris Middleton,,,,,,,,,,"$611,536 ","$1,001,059","$1,137,841","$18,252,632","$18,687,098","$17,056,133","$15,286,552","$35,402,639","$37,989,539","$38,716,214","$37,984,276","$29,320,988","$31,666,667","$34,012,345",$0
1104,Kim English,,,,,,,,,,"$611,536 ",,,,,,,,,,,,,,
1105,Quincy Miller,,,,,,,,,,"$611,536 ","$1,001,059","$495,286","$62,083",,,,,,,,,,,
1106,Bernard James,,,,,,,,,,"$611,536 ","$1,001,059","$1,566,168",,,,,,,,,,,,
1107,Tornike Shengelia,,,,,,,,,,"$611,536 ","$1,001,059",,,,,,,,,,,,,
1108,Tyshawn Taylor,,,,,,,,,,"$611,536 ",,,,,,,,,,,,,,
1109,Mike Scott,,,,,,,,,,"$611,536 ","$1,001,059","$4,144,041","$4,138,918","$4,098,047","$2,067,950","$5,080,426","$5,514,554","$5,753,132",,,,,,
1110,Kevin Jones,,,,,,,,,,"$503,583 ",,,,,,,,,,,,,,
1111,Maalik Wayns,,,,,,,,,,"$431,670 ","$459,308",,,,,,,,,,,,,
1112,Jarvis Varnado,,,,,,,,,,"$406,488 ","$394,534","$93,240",,,,,,,,,,,,
1113,Micheal Eric,,,,,,,,,,"$387,371 ",,,,,,,,,,,,,,
1114,Aron Baynes,,,,,,,,,,"$309,365 ","$1,001,059","$2,610,746","$8,070,891","$7,991,193","$5,201,515","$6,107,095","$6,308,456","$8,045,776",,,,,,
1115,Dionte Christmas,,,,,,,,,,"$305,765 ","$622,026",,,"$61,470",,,,,,,,,,
1116,Scott Machado,,,,,,,,,,"$291,376 ",,,,,,"$89,645",,,,,,,,
1117,Kris Joseph,,,,,,,,,,"$291,377 ",,,,,,,,,,,,,,
1118,Darius Johnson-Odom,,,,,,,,,,"$251,808 ","$58,885",,,,,,,,,,,,,
1119,Tim Ohlbrecht,,,,,,,,,,"$183,460 ",,,,,,,,,,,,,,
1120,Justin Holiday,,,,,,,,,,"$98,418 ",,"$1,015,060","$1,176,209","$1,248,711","$5,443,446","$5,291,498","$5,514,554","$6,575,008","$6,550,587","$5,987,975","$3,196,448",$0,$0,$0
1121,Jerel McNeal,,,,,,,,,,"$79,138 ",,"$74,202",,,,,,,,,,,,
1122,Justin Dentmon,,,,,,,,,,"$57,892 ",,,,,,,,,,,,,,
1123,Josh Akognon,,,,,,,,,,"$53,958 ",,,,,,,,,,,,,,
1124,Henry Sims,,,,,,,,,,"$32,375 ","$1,001,059","$1,137,841","$200,695","$92,206",,,,,,,,,,
1125,Anthony Bennett,,,,,,,,,,,"$6,756,384","$6,917,134","$5,708,325","$1,248,711",,,,,,,,,,
1126,Victor Oladipo,,,,,,,,,,,"$6,045,097","$6,188,960","$6,447,425","$8,056,303","$25,402,751","$24,693,661","$24,293,191","$24,137,328","$2,606,136","$8,750,000","$9,450,000",$0,$0,$0
1127,Otto Porter,,,,,,,,,,,"$5,428,679","$5,557,756","$5,789,884","$7,246,145","$29,967,081","$30,587,112","$31,523,974","$32,745,434","$2,606,136","$6,000,000","$6,300,000",$0,$0,$0
1128,Cody Zeller,,,,,,,,,,,"$4,894,491","$5,010,842","$5,220,252","$6,538,410","$15,222,623","$15,907,527","$16,741,375","$17,718,787","$2,606,136","$743,922","$3,196,448",$0,$0,$0
1129,Alex Len,,,,,,,,,,,"$4,432,178","$4,537,626","$4,727,208","$5,930,229","$5,065,549","$5,115,115","$4,812,365","$4,563,848","$4,070,110","$3,918,600","$3,196,448",$0,$0,$0
1130,Nerlens Noel,,,,,,,,,,,"$4,025,598","$4,121,398","$4,293,466","$5,390,355","$5,065,549","$2,066,540","$2,178,135","$5,746,983","$9,597,258","$9,391,069","$3,196,448",$0,$0,$0
1131,Ben McLemore,,,,,,,,,,,"$3,674,904","$3,762,309","$3,919,473","$4,928,577","$6,290,205","$6,420,351","$2,346,715","$3,325,927","$2,606,136",,,,,
1132,Kentavious Caldwell-Pope,,,,,,,,,,,"$3,366,695","$3,446,781","$3,590,628","$4,522,178","$21,466,406","$14,110,663","$9,415,673","$13,876,688","$14,220,151","$14,004,703","$14,704,938","$15,440,185",$0,$0
1133,Trey Burke,,,,,,,,,,,"$3,094,728","$3,168,401","$3,300,671","$4,163,531","$948,562","$2,110,737","$265,165","$3,448,189","$3,435,382","$3,423,750",,,,
1134,CJ McCollum,,,,,,,,,,,"$2,939,862","$3,009,817","$3,135,429","$3,958,196","$28,986,442","$30,290,615","$31,878,404","$33,739,563","$33,660,419","$33,333,333","$35,802,469","$33,333,333","$30,666,666",$0
1135,Michael Carter-Williams,,,,,,,,,,,"$2,792,914","$2,859,438","$2,978,829","$3,913,872","$3,266,068","$1,726,300","$2,346,715","$3,793,008","$3,598,972","$652,829",,,,
1136,Steven Adams,,,,,,,,,,,"$2,653,276","$2,716,369","$2,829,828","$3,860,996","$27,183,255","$28,406,299","$29,895,313","$34,013,743","$18,619,958","$17,926,829","$12,600,000","$12,600,000",$0,$0
1137,Vitor Faverani,,,,,,,,,,,"$2,537,952","$2,598,314",,,,,,,,,,,,
1138,Kelly Olynyk,,,,,,,,,,,"$2,520,643","$2,580,610","$2,688,426","$3,803,824","$14,524,530","$15,918,624","$14,654,445","$14,734,862","$13,299,970","$12,804,878","$12,195,122",$0,$0,$0
1139,Shabazz Muhammad,,,,,,,,,,,"$2,394,710","$2,451,565","$2,554,027","$3,745,163","$2,328,288",,,,,,,,,
1140,Giannis Antetokounmpo,,,,,,,,,,,"$2,274,715","$2,328,785","$2,426,184","$3,682,612","$27,183,255","$28,406,299","$29,895,313","$31,640,691","$42,909,452","$42,492,492","$45,640,084","$48,787,676","$51,935,268",$0
1141,Gigi Datome,,,,,,,,,,,"$2,220,708","$2,175,621",,,,,,,,,,,,
1142,Dennis Schroeder,,,,,,,,,,,"$2,053,000","$2,101,874","$2,189,570","$3,329,969","$18,749,649","$18,226,273","$17,930,689","$17,815,647","$6,423,619","$2,641,682","$12,405,000","$13,025,250",$0,$0
1143,Shane Larkin,,,,,,,,,,,"$1,950,365","$1,996,698","$1,862,513",,"$1,843,882",,,,,,,,,
1144,Sergey Karasev,,,,,,,,,,,"$1,862,653","$1,906,889","$1,986,482",,,,,,,,,,,
1145,Tony Snell,,,,,,,,,,,"$1,788,038","$1,830,506","$1,907,064","$2,911,655","$11,880,539","$12,472,818","$13,179,469","$13,998,008","$2,606,136",,,,,
1146,Gorgui Dieng,,,,,,,,,,,"$1,716,467","$1,757,256","$1,830,776","$2,887,626","$17,071,084","$17,839,155","$18,774,256","$20,215,228","$4,362,390","$4,105,236",,,,
1147,Scotty Hopson,,,,,,,,,,,"$1,713,117",,,,"$89,705","$89,645",,,"$104,621",,,,,
1148,Mason Plumlee,,,,,,,,,,,"$1,647,943","$1,687,138","$1,757,616","$2,862,728","$16,984,879","$15,189,903","$16,243,001","$9,195,172","$10,086,209","$9,080,417","$5,000,000",$0,$0,$0
1149,Solomon Hill,,,,,,,,,,,"$1,582,007","$1,619,706","$1,687,288","$14,395,954","$14,801,983","$15,008,415","$15,374,576","$2,499,153","$2,606,136",,,,,
1150,Pero Antic,,,,,,,,,,,"$1,522,771","$1,554,015",,,,,,,,,,,,
1151,Tim Hardaway Jr,,,,,,,,,,,"$1,518,659","$1,554,811","$1,619,790","$2,805,038","$19,959,304","$20,372,270","$23,165,440","$21,809,800","$23,237,161","$19,602,273","$17,897,728","$16,193,183",$0,$0
1152,Reggie Bullock,,,,,,,,,,,"$1,458,053","$1,492,750","$1,555,074","$2,773,121","$3,024,137","$2,939,721","$4,627,274","$4,827,465","$10,399,938","$10,012,800","$10,489,600",$0,$0,$0
1153,Andre Roberson,,,,,,,,,,,"$1,409,629","$1,443,220","$1,503,420","$2,683,900","$11,200,508","$11,758,886","$12,425,088","$473,136",,,,,,
1154,Rudy Gobert,,,,,,,,,,,"$1,368,971","$1,401,597","$1,460,061","$2,607,940","$25,674,583","$27,623,473","$29,219,419","$31,637,464","$38,546,983","$38,172,414","$41,000,000","$43,827,586","$46,655,173",$0
1155,Archie Goodwin,,,,,,,,,,,"$1,350,698","$1,382,800","$1,440,542","$2,890,351",,"$90,837",,,,,,,,
1156,Nemanja Nedovic,,,,,,,,,,,"$1,340,952","$1,372,804",,,,,,,,,,,,
1157,Allen Crabbe,,,,,,,,,,,"$1,046,905","$1,071,649","$1,176,209","$22,744,166","$22,378,614","$22,732,866",,,,,,,,
1158,Dwight Buycks,,,,,,,,,,,"$888,283","$59,709",,,"$905,015",,,,,,,,,
1159,Isaiah Canaan,,,,,,,,,,,"$723,969","$1,015,060","$1,176,209","$1,248,711","$1,347,389","$875,648",,,,,,,,
1160,Ricky Ledo,,,,,,,,,,,"$697,936","$1,194,187",,,,,,,,,,,,
1161,Jamaal Franklin,,,,,,,,,,,"$678,902","$1,074,769",,,,,,,,,,,,
1162,Ray McCallum,,,,,,,,,,,"$665,725","$1,015,060","$1,336,983","$146,906",,,,,,,,,,
1163,Glen Rice Jr,,,,,,,,,,,"$622,026","$585,151",,,,,,,,,,,,
1164,Ian Clark,,,,,,,,,,,"$622,026","$1,015,058","$1,176,209","$1,248,711","$1,907,903","$2,066,540",,,,,,,,
1165,Hollis Thompson,,,,,,,,,,,"$622,026","$1,015,060","$1,176,209","$1,390,516",,,,,,,,,,
1166,Brandon Davies,,,,,,,,,,,"$622,026","$161,214",,,,,,,,,,,,
1167,Toure Murry,,,,,,,,,,,"$622,026","$1,243,212",,,,,,,,,,,,
1168,Jeff Withey,,,,,,,,,,,"$622,026","$1,015,060","$1,176,209","$1,248,711","$718,268",,,,,,,,,
1169,Robbie Hummel,,,,,,,,,,,"$622,026","$1,094,027",,"$184,412",,,,,,,,,,
1170,Nate Wolters,,,,,,,,,,,"$622,026","$1,124,925",,"$61,470","$93,445",,,,,,,,,
1171,Miroslav Raduljica,,,,,,,,,,,"$622,026","$1,984,236",,,,,,,,,,,,
1172,Nick Calathes,,,,,,,,,,,"$622,026","$1,015,060",,,,,,,,,,,,
1173,Ryan Kelly,,,,,,,,,,,"$622,026","$2,051,300","$2,140,959","$876,947",,,,,,,,,,
1174,Robert Covington,,,,,,,,,,,"$622,026","$1,243,212","$1,241,675","$1,248,711","$20,198,941","$12,304,606","$13,073,460","$13,951,772","$14,151,017","$12,307,692","$11,692,308",$0,$0,$0
1175,Ognjen Kuzmic,,,,,,,,,,,"$622,026","$1,015,060",,,,,,,,,,,,
1176,Peyton Siva,,,,,,,,,,,"$622,026",,,,,,,,,,,,,
1177,Tony Mitchell,,,,,,,,,,,"$622,026","$1,015,060",,,,,,,,,,,,
1178,Tony Mitchell,,,,,,,,,,,"$36,589","$1,015,060",,,,,,,,,,,,
1179,Gal Mekel,,,,,,,,,,,"$622,026","$1,104,623","$1,176,209",,,,,,,,,,,
1180,Carrick Felix,,,,,,,,,,,"$622,026","$1,015,060",,,"$170,441",,,,,,,,,
1181,Matthew Dellavedova,,,,,,,,,,,"$622,026","$1,015,060","$1,672,879","$11,811,598","$11,621,758","$11,297,350","$11,114,135","$2,499,153",,"$2,628,597",,,,
